Activity,livingroom_tempterature,livingroom_humidity,livingroom_luminance,study_tempterature,study_humidity,study_luminance,kitchen_tempterature,kitchen_humidity,kitchen_luminance,hallway_tempterature,hallway_humidity,hallway_luminance,bedroom_tempterature,bedroom_humidity,bedroom_luminance,light_livingroom,light_hallway,light_bedroom,light_kitchen,light_study,switch_door_hallway,audio_livingroom,current_watercoldfan_livingroom,current_lamp_bedroom,current_PC_bedroom,current_TV_livingroom,current_lamp_livingroom,current_xbox_livingroom,current_microwave_kitchen,current_AC_bedroom,current_AC_livingroom,current_lamp_study,current_NB_study,current_nightlamp_bedroom,people_hallway,people_livingroom,people_bedroom,people_kitchen,people_study,Timestamp
 Studying,24.5,56.52,14.7,26,48.46,155.4,27.71,43.97,8.6,26.99,57.15,4,25,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-25
 Studying,24.49,56.52,25.2,25.99,48.44,155.4,27.73,43.97,6.45,26.99,56.92,4,24.99,50.15,4.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-27
 Studying,24.5,56.59,14.7,26,48.46,155.4,27.74,43.97,8.6,26.97,56.92,2,24.99,50.08,27,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-28
 Studying,24.51,56.52,16.8,26,48.46,153.3,27.73,43.85,6.45,26.97,57.02,2,24.99,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-29
 Studying,24.5,56.52,10.5,26,48.46,153.3,27.73,43.85,10.75,26.99,57.02,6,24.98,50.08,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-30
 Studying,24.5,56.52,10.5,25.99,48.44,153.3,27.74,43.85,8.6,26.99,57.02,6,24.98,50.08,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-30
 Studying,24.51,56.29,12.6,26,48.46,153.3,27.75,43.85,6.45,26.98,57.51,4,24.97,50.15,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-32
 Studying,24.51,56.29,12.6,25.99,48.44,153.3,27.76,43.85,6.45,26.99,57.76,6,24.98,50.15,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-32
 Studying,24.49,56.03,12.6,26.01,48.46,153.3,27.73,43.85,4.3,27.02,57.76,6,24.99,50.15,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-34
 Studying,24.5,55.93,31.5,26,48.35,153.3,27.71,43.85,10.75,27.02,57.76,6,24.99,50.15,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-35
 Studying,24.5,55.93,31.5,26,48.35,153.3,27.71,43.85,10.75,27.02,57.76,6,24.99,50.15,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-36
 Studying,24.5,55.93,12.6,26,48.39,153.3,27.7,43.85,12.9,27,57.1,4,25,50.15,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-36
 Studying,24.49,55.93,21,26.01,48.35,153.3,27.7,43.9,6.45,27.02,56.48,2,25,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-38
 Studying,24.49,55.93,12.6,26,48.39,153.3,27.71,43.97,8.6,27.01,56.18,4,25,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-39
 Studying,24.49,55.98,18.9,25.99,48.44,153.3,27.72,43.97,10.75,27.02,56.18,4,25,50.27,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-40
 Studying,24.49,55.98,18.9,26.01,48.39,153.3,27.74,43.97,10.75,27.01,56.3,8,25.01,50.27,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-40
 Studying,24.48,56.03,29.4,26.01,48.39,153.3,27.72,43.97,12.9,27.01,56.3,8,25.01,50.27,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-41
 Studying,24.49,56.16,12.6,26,48.39,155.4,27.73,43.97,6.45,27.01,55.94,2,25.01,50.15,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-43
 Studying,24.49,56.29,12.6,26,48.39,155.4,27.72,43.97,8.6,27.01,55.69,4,25.01,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-44
 Studying,24.49,56.34,16.8,25.99,48.35,155.4,27.74,43.9,8.6,27.01,55.69,4,25,50.15,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-45
 Studying,24.49,56.34,16.8,25.98,48.35,155.4,27.74,43.9,8.6,27.01,55.69,4,24.99,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-45
 Studying,24.49,56.39,12.6,25.99,48.35,155.4,27.75,43.97,6.45,27.01,55.82,8,24.99,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-46
 Studying,24.49,56.39,12.6,25.99,48.35,155.4,27.75,43.97,6.45,27.01,55.82,4,25,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-47
 Studying,24.49,56.52,12.6,25.99,48.35,155.4,27.75,43.97,6.45,27.01,55.69,4,25,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-48
 Studying,24.48,56.52,14.7,25.98,48.35,155.4,27.74,43.85,6.45,27,55.08,4,25,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-50
 Studying,24.48,56.52,14.7,25.98,48.35,155.4,27.74,43.85,6.45,27,55.03,12,25,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-51
 Studying,24.49,56.52,16.8,25.98,48.35,155.4,27.76,43.85,8.6,26.99,55.08,4,24.99,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-52
 Studying,24.48,56.47,12.6,25.99,48.35,155.4,27.75,43.85,6.45,26.98,55.21,14,25.01,50.15,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-54
 Studying,24.49,56.39,12.6,25.99,48.35,155.4,27.75,43.85,10.75,26.97,55.03,4,25,50.27,40.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-54
 Studying,24.49,56.47,16.8,25.99,48.35,155.4,27.77,43.85,8.6,26.96,54.83,4,25.01,50.27,22.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-55
 Studying,24.48,56.39,14.7,25.99,48.35,155.4,27.77,43.85,10.75,26.97,55.21,4,25,50.2,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-56
 Studying,24.48,56.39,14.7,25.99,48.35,155.4,27.76,43.97,6.45,26.97,55.21,4,25,50.2,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-56
 Studying,24.49,56.39,14.7,25.99,48.35,157.5,27.74,43.85,8.6,26.98,55.44,20,25,50.2,36,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-57
 Studying,24.48,56.39,14.7,25.99,48.35,157.5,27.75,43.85,6.45,26.96,55.57,4,25.02,50.15,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-58
 Studying,24.49,56.39,12.6,25.99,48.35,157.5,27.73,43.9,8.6,26.97,55.69,12,25.02,50.15,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-00-59
 Studying,24.49,56.39,21,25.99,48.35,157.5,27.74,43.85,10.75,26.97,55.82,6,25.02,50.09,22.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-00
 Studying,24.49,56.39,21,25.99,48.35,157.5,27.72,43.97,10.75,26.97,55.82,6,25.02,50.09,4.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-01
 Studying,24.5,56.41,12.6,25.99,48.35,157.5,27.73,43.9,6.45,26.97,55.82,6,25.02,50.09,4.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-03
 Studying,24.5,56.41,12.6,25.99,48.35,157.5,27.74,43.97,6.45,26.97,56.41,4,25.03,50.02,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-04
 Studying,24.49,56.39,16.8,25.99,48.35,157.5,27.74,43.97,6.45,26.97,56.3,4,25.02,50.02,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-05
 Studying,24.49,56.39,10.5,26,48.35,157.5,27.75,44.03,6.45,26.97,56.05,4,25.03,50.02,40.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-06
 Studying,24.5,56.34,14.7,25.99,48.28,157.5,27.74,43.97,6.45,26.98,55.69,2,25.01,50.02,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-07
 Studying,24.5,56.34,14.7,25.99,48.35,157.5,27.74,43.97,6.45,26.98,55.21,4,25.01,50.02,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-08
 Studying,24.5,56.29,12.6,25.98,48.28,157.5,27.75,43.97,8.6,26.97,54.72,10,25,50.02,22.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-09
 Studying,24.5,56.29,12.6,25.99,48.23,157.5,27.76,43.97,6.45,26.97,54.22,4,25.01,50.02,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-10
 Studying,24.49,56.29,14.7,25.99,48.23,157.5,27.76,43.97,6.45,26.96,53.98,12,24.99,50.02,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-11
 Studying,24.49,56.34,14.7,25.98,48.28,157.5,27.77,43.97,6.45,26.97,54.11,10,24.99,50.02,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-12
 Studying,24.49,56.39,14.7,25.99,48.23,157.5,27.77,43.9,6.45,26.98,54.34,4,25.01,50.2,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-14
 Studying,24.48,56.39,16.8,25.98,48.23,157.5,27.78,43.85,8.6,26.99,54.72,12,25,50.2,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-15
 Studying,24.49,56.39,27.3,25.99,48.28,157.5,27.77,43.85,10.75,26.99,55.08,6,25.02,50.27,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-16
 Studying,24.49,56.34,12.6,25.99,48.35,157.5,27.76,43.85,8.6,26.99,55.51,4,25.02,50.27,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-17
 Studying,24.48,56.29,18.9,25.99,48.35,157.5,27.76,43.78,6.45,27,55.57,4,25,50.2,27,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-18
 Studying,24.48,56.29,12.6,25.99,48.35,153.3,27.74,43.72,6.45,26.99,55.21,4,25,50.15,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-19
 Studying,24.48,56.29,18.9,26,48.23,153.3,27.76,43.85,6.45,27,55.03,2,24.99,50.15,27,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-20
 Studying,24.49,56.29,14.7,26,48.23,153.3,27.76,43.85,6.45,26.99,55.03,10,24.99,50.15,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-21
 Studying,24.49,56.29,14.7,26.01,48.35,153.3,27.76,43.85,6.45,26.99,55.03,10,24.99,50.15,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-21
 Studying,24.49,56.29,16.8,26,48.35,153.3,27.75,43.72,15.05,27,55.08,4,24.99,50.08,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-22
 Studying,24.48,56.29,12.6,26.02,48.35,153.3,27.74,43.72,10.75,27,55.21,4,25,50.02,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-23
 Studying,24.48,56.29,16.8,26,48.35,153.3,27.73,43.72,8.6,27,55.87,2,25,50.02,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-25
 Studying,24.48,56.29,16.8,26.01,48.35,153.3,27.74,43.72,6.45,27,56.3,4,25.01,50.02,27,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-26
 Studying,24.48,56.39,14.7,26,48.35,153.3,27.73,43.72,6.45,27,56.3,4,25.01,50.02,36,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-27
 Studying,24.47,56.39,27.3,26,48.35,153.3,27.7,43.72,8.6,27.01,56.25,4,24.99,50.02,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-28
 Studying,24.48,56.47,12.6,25.99,48.35,153.3,27.7,43.72,8.6,27.01,56.3,6,24.99,50.02,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-29
 Studying,24.47,56.52,14.7,25.99,48.35,153.3,27.71,43.78,10.75,27.02,56.18,4,24.99,50.02,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-31
 Studying,24.47,56.52,18.9,25.99,48.35,153.3,27.72,43.85,10.75,27.01,55.76,6,24.98,50.02,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-32
 Studying,24.47,56.52,18.9,25.99,48.35,153.3,27.72,43.97,6.45,27.01,55.76,6,24.97,50.02,4.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-32
 Studying,24.46,56.52,12.6,25.98,48.23,153.3,27.74,44.1,6.45,26.99,54.85,4,24.98,50.02,27,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-33
 Studying,24.47,56.39,16.8,25.98,48.23,153.3,27.74,44.1,6.45,26.99,54.85,4,24.98,50.02,27,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-34
 Studying,24.46,56.34,14.7,26,48.23,159.6,27.73,44.03,8.6,26.98,54.22,6,24.99,50.08,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-35
 Studying,24.48,56.29,12.6,25.98,48.28,140.7,27.73,44.03,10.75,26.99,53.73,4,24.99,50.02,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-36
 Studying,24.47,56.29,12.6,25.99,48.35,149.1,27.71,44.08,6.45,26.99,53.73,4,24.99,50.02,40.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-37
 Studying,24.47,56.29,12.6,25.98,48.35,149.1,27.71,44.08,6.45,26.97,53.24,6,25,50.09,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-38
 Studying,24.47,56.21,12.6,25.98,48.35,149.1,27.72,44.08,6.45,26.98,53.73,6,25.01,50.02,36,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-39
 Studying,24.46,56.27,10.5,25.98,48.35,157.5,27.72,44.08,19.35,26.98,53.73,6,24.99,50.08,22.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-41
 Studying,24.47,56.29,21,25.97,48.35,157.5,27.72,44.08,6.45,26.98,54.22,4,25.03,50.09,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-42
 Studying,24.49,56.34,12.6,25.97,48.35,157.5,27.71,44.03,10.75,27,54.34,6,25.03,50.09,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-43
 Studying,24.47,56.29,14.7,25.97,48.35,157.5,27.7,44.08,6.45,26.99,54.34,4,25.01,50.02,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-44
 Studying,24.47,56.29,14.7,25.99,48.35,157.5,27.71,43.97,8.6,27,54.23,12,25.01,50.02,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-45
 Studying,24.47,56.29,12.6,25.99,48.44,157.5,27.7,43.96,10.75,27,54.23,12,25.02,50.02,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-46
 Studying,24.47,56.29,12.6,25.99,48.44,157.5,27.7,43.96,10.75,27,54.65,4,25.01,49.97,18,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-47
 Studying,24.47,56.21,12.6,26,48.46,157.5,27.7,43.96,10.75,27.02,54.77,12,24.99,50.02,27,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-48
 Studying,24.48,56.29,12.6,25.99,48.39,157.5,27.71,43.85,10.75,27,54.65,6,24.99,50.02,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-50
 Studying,24.47,56.34,10.5,25.99,48.35,157.5,27.72,43.9,17.2,27,54.72,10,24.99,49.9,13.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-50
 Studying,24.47,56.39,10.5,25.99,48.35,157.5,27.72,43.9,17.2,26.99,54.85,4,24.99,49.97,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-51
 Studying,24.48,56.34,12.6,25.98,48.35,157.5,27.71,43.97,8.6,26.99,54.85,4,24.98,50.02,9,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-53
 Studying,24.46,56.34,10.5,25.99,48.39,157.5,27.73,43.97,17.2,27,55.08,6,24.98,50.02,36,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-54
 Studying,24.47,56.29,10.5,25.99,48.44,157.5,27.71,43.97,6.45,27.01,55.15,2,24.97,50.02,4.5,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on,  2014-08-11-06-01-55
